Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
HP,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,0,500,0,0,500,1.49,Medium,Budget,35964.0,No,0.4133333333333333,1.1492974455937417e-05,Balanced
APPLE,Ultrabook,13.3,2560,1600,IPS,0,Quad HD+,Intel,i5,,3.0,4,Intel,8,512,0,0,0,512,1.37,Medium,Premium,108691.2,No,0.6900000000000002,6.348260024730615e-06,Low Value
DELL,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,8.0,1.0,5,Intel,8,0,1024,0,0,1024,2.08,Medium,Mid-Range,43636.32,No,0.54,1.2375012375012376e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.3,Heavy,Premium,95850.72,No,0.7183333333333334,7.494292513747767e-06,Low Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,AMD,A9-Series,,3.0,2,AMD,4,0,1024,0,0,1024,1.68,Medium,Budget,24988.32,No,0.4133333333333333,1.654106131718072e-05,High Value
LENOVO,2 in 1 Convertible,13.9,1920,1080,IPS,1,Full HD,Intel,i7,8.0,1.0,5,Intel,8,512,0,0,0,512,1.37,Medium,Premium,98514.72,No,0.5900000000000001,5.988952716913778e-06,Low Value
ACER,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,NVIDIA,4,256,0,0,0,256,3.0,Heavy,Budget,37402.56,No,0.4383333333333333,1.1719340423044127e-05,High Value
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.41,Medium,Mid-Range,50562.72,No,0.4650000000000001,9.196498922526321e-06,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,AMD,A6-Series,,2.0,1,AMD,8,128,0,0,0,128,1.91,Medium,Budget,23757.552,No,0.2525,1.0628199403709608e-05,Balanced
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,16,0,1024,0,0,1024,2.9,Heavy,Mid-Range,56423.52,No,0.5933333333333334,1.0515709288136107e-05,Balanced
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.14,Heavy,Premium,133146.72,No,0.7433333333333334,5.582813706063006e-06,Low Value
LENOVO,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,512,0,0,0,512,2.0,Medium,Premium,90522.72,No,0.6900000000000001,7.6223957919072694e-06,Low Value
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,60845.76,No,0.5525,9.080336904329898e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,256,0,0,0,256,2.2,Heavy,Budget,23656.32,No,0.4383333333333333,1.852922742562382e-05,High Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,0,500,0,0,500,2.1,Medium,Budget,38468.16,No,0.4133333333333333,1.0744816838999663e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,35004.96,No,0.5133333333333333,1.4664588484984222e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,0,1024,0,0,1024,2.24,Heavy,Budget,30103.2,No,0.54,1.7938292274575463e-05,High Value
DELL,2 in 1 Convertible,15.6,1920,1080,Standard,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,2.67,Heavy,Mid-Range,42570.72,No,0.4650000000000001,1.092300059759384e-05,Balanced
ASUS,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,8.0,1.0,5,Intel,8,1024,0,0,0,1024,1.1,Light,Mid-Range,79866.72,No,0.64,8.013350241502343e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,24881.76,No,0.5133333333333333,2.063090928187288e-05,High Value
HP,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,0,1024,0,0,1024,2.5,Heavy,Mid-Range,54239.04,No,0.54,9.95592842351192e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,2.05,Medium,Mid-Range,46886.4,No,0.5650000000000001,1.2050402675402676e-05,High Value
APPLE,Ultrabook,13.3,2560,1600,IPS,0,Quad HD+,Intel,i5,,2.0,4,Intel,8,512,0,0,0,512,1.37,Medium,Premium,104370.192,No,0.5900000000000001,5.6529550122893335e-06,Low Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,AMD,Ryzen,1.0,3.0,5,AMD,16,256,1024,0,0,1280,3.2,Heavy,Premium,82530.72,No,0.8183333333333334,9.915499747649522e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,256,0,0,0,256,2.14,Medium,Budget,39164.5296,No,0.5650000000000001,1.4426319063972622e-05,High Value
LENOVO,2 in 1 Convertible,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,6.0,2.0,5,Intel,16,512,0,0,0,512,1.36,Medium,Premium,133146.72,No,0.7433333333333334,5.582813706063006e-06,Low Value
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,6.0,2.0,5,NVIDIA,8,0,500,0,0,500,2.2,Heavy,Mid-Range,43263.36,No,0.64,1.4793118241394104e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,Intel,12,0,1024,0,0,1024,2.3,Heavy,Budget,37992.3696,No,0.6666666666666666,1.754738316366207e-05,High Value
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,58554.72,No,0.5525,9.435618512051633e-06,Balanced
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,39693.6,No,0.54,1.360420823508072e-05,High Value
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,2.8,Heavy,Budget,26053.92,No,0.4133333333333333,1.5864535291938155e-05,High Value
LENOVO,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,0,2048,0,0,2048,2.8,Heavy,Mid-Range,45234.72,No,0.54,1.1937732785789323e-05,High Value
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i7,7.0,2.0,5,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Mid-Range,45767.52,No,0.6391666666666667,1.3965507999268186e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.25,Heavy,Budget,22803.84,No,0.4133333333333333,1.8125602237751767e-05,High Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,44169.12,No,0.5650000000000001,1.2791742285107786e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,6,256,0,0,0,256,2.2,Heavy,Budget,30849.12,No,0.5516666666666666,1.788273593109517e-05,High Value
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,8,256,0,0,0,256,3.0,Heavy,Mid-Range,50669.28,No,0.5650000000000001,1.1150740646008786e-05,Balanced
ACER,Notebook,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,12,0,1024,0,0,1024,2.15,Medium,Budget,35111.52,No,0.6666666666666666,1.898712065631641e-05,High Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,58448.16,No,0.665,1.1377603674777785e-05,Balanced
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.7,Medium,Mid-Range,52054.56,No,0.5650000000000001,1.085399626853056e-05,Balanced
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.5,Heavy,Mid-Range,62817.12,No,0.7183333333333334,1.14353114777203e-05,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,35112.0528,No,0.64,1.8227359238876517e-05,High Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,16,0,0,0,16,2.19,Medium,Budget,10602.72,No,0.1015624999999999,9.578909940090837e-06,Balanced
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,3.0,Heavy,Mid-Range,63243.36,No,0.64,1.0119639437246851e-05,Balanced
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,8,0,1024,0,0,1024,2.54,Heavy,Budget,26053.92,No,0.44,1.688805369786965e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,97449.12,No,0.665,6.824073937250537e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,2.05,Medium,Budget,39373.92,No,0.4650000000000001,1.180984773677602e-05,High Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,3.2,Heavy,Mid-Range,69210.72,No,0.64,9.247122411094698e-06,Balanced
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,52161.12,No,0.665,1.2748959378172861e-05,High Value
DELL,Workstation,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,3.42,Heavy,Premium,153705.3408,Yes,0.7183333333333334,4.673444199105756e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A10-Series,,2.0,4,AMD,6,0,1024,0,0,1024,2.4,Heavy,Budget,26586.72,No,0.5266666666666666,1.9809388546863493e-05,High Value
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,1.63,Medium,Mid-Range,78215.04,No,0.7433333333333334,9.503713522787094e-06,Balanced
ASUS,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.3,Medium,Budget,27119.52,No,0.4258333333333333,1.5702096988933923e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.9,Heavy,Premium,113060.16,No,0.7183333333333334,6.353549591061373e-06,Low Value
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,6,0,1024,0,0,1024,2.8,Heavy,Budget,34578.72,No,0.5266666666666666,1.5230947434337262e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,2048,0,0,2048,2.2,Heavy,Budget,29250.72,No,0.54,1.8461084034854526e-05,High Value
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,67399.2,No,0.6525,9.681123811558595e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,19180.2672,No,0.1133333333333333,5.9088505989808794e-06,Low Value
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,256,0,0,0,256,1.28,Light,Premium,105228.0,No,0.7183333333333334,6.826446699864422e-06,Low Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,55571.04,No,0.665,1.196666465122841e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Mid-Range,43636.32,No,0.5525,1.2661470994804328e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,1.86,Medium,Budget,24988.32,No,0.4133333333333333,1.654106131718072e-05,High Value
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,53226.72,No,0.5650000000000001,1.0614969323678033e-05,Balanced
DELL,Ultrabook,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,5,Intel,16,1024,0,0,0,1024,1.21,Light,Premium,133146.72,No,0.6933333333333334,5.2072881204533864e-06,Low Value
MSI,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.8,Heavy,Premium,111834.72,No,0.7183333333333334,6.423169238795728e-06,Low Value
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A8-Series,,2.0,2,AMD,8,256,0,0,0,256,2.23,Heavy,Budget,24988.32,No,0.365,1.4606824308316845e-05,High Value
ASUS,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.1,Light,Budget,14652.0,No,0.0999999999999999,6.825006825006818e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,128,1024,0,0,1152,2.33,Heavy,Mid-Range,44968.32,No,0.4525,1.0062639653871882e-05,Balanced
HP,2 in 1 Convertible,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,5,Intel,16,1024,0,0,0,1024,1.29,Light,Premium,130482.72,No,0.6933333333333334,5.313602700291145e-06,Low Value
LENOVO,Notebook,13.3,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.45,Medium,Budget,24503.472,No,0.1133333333333333,4.625194883946785e-06,Low Value
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,52214.4,No,0.5650000000000001,1.0820769749341178e-05,Balanced
ACER,Notebook,11.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,0,128,0,128,1.4,Medium,Budget,25840.8,No,0.1133333333333333,4.3858291280971684e-06,Low Value
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.48,Medium,Mid-Range,68837.76,No,0.665,9.660395689807455e-06,Balanced
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,4,0,1024,0,0,1024,2.79,Heavy,Budget,31381.92,No,0.5133333333333333,1.6357613980703965e-05,High Value
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,58288.32,No,0.665,1.1408803684854874e-05,Balanced
HP,Notebook,15.6,1366,768,IPS,0,HD,Intel,i7,8.0,1.0,5,Intel,8,0,1024,0,0,1024,2.1,Medium,Mid-Range,48058.56,No,0.54,1.1236291724096603e-05,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A12-Series,,2.0,4,AMD,8,256,0,0,0,256,2.2,Heavy,Budget,35111.52,No,0.5650000000000001,1.609158475622816e-05,High Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.44,Medium,Budget,15557.76,No,0.1133333333333333,7.284681942216186e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,6,0,1024,0,0,1024,2.23,Heavy,Budget,29250.72,No,0.5266666666666666,1.800525479942602e-05,High Value
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.7,Medium,Mid-Range,55938.672,No,0.665,1.1888019079180143e-05,High Value
HP,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.26,Light,Mid-Range,71128.8,No,0.665,9.349236877326766e-06,Balanced
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,32,1024,0,0,0,1024,2.06,Medium,Premium,140605.91999999998,Yes,0.9,6.400868469833988e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,2.7,Heavy,Mid-Range,63882.72,No,0.665,1.0409700776673254e-05,Balanced
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,50243.04,No,0.5650000000000001,1.1245338657851914e-05,Balanced
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,71075.52,No,0.665,9.356245300773036e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,1.85,Medium,Budget,23922.72,No,0.4133333333333333,1.727785692150948e-05,High Value
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,53226.72,No,0.665,1.249372495618742e-05,High Value
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.48,Medium,Mid-Range,67559.04,No,0.5650000000000001,8.36305548450659e-06,Balanced
DELL,Ultrabook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,NVIDIA,8,128,1024,0,0,1152,1.9,Medium,Mid-Range,55890.72,No,0.4525,8.096156213410742e-06,Balanced
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,60952.32,No,0.5650000000000001,9.26954051954052e-06,Balanced
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,1024,0,0,1024,2.0,Medium,Budget,14651.4672,No,0.1133333333333333,7.73528901824476e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,NVIDIA,8,256,0,0,0,256,2.0,Medium,Mid-Range,60885.72,No,0.4650000000000001,7.637258785803963e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,14646.672,No,0.1133333333333333,7.737821488276196e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,4,AMD,12,0,2048,0,0,2048,2.2,Heavy,Mid-Range,47898.72,No,0.6666666666666667,1.3918256409913809e-05,High Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,NVIDIA,8,0,1024,0,0,1024,2.1,Medium,Budget,38148.48,No,0.44,1.1533880248964047e-05,Balanced
LENOVO,2 in 1 Convertible,13.9,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,5,Intel,16,512,0,0,0,512,1.4,Medium,Premium,111834.72,No,0.6433333333333334,5.752536719663924e-06,Low Value
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,1.2,Light,Premium,84129.12,No,0.5650000000000001,6.71586722885013e-06,Low Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,2048,0,0,2304,2.4,Heavy,Mid-Range,60153.12,No,0.7183333333333334,1.1941746884173811e-05,High Value
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.44,Medium,Budget,14865.12,No,0.0999999999999999,6.727157264791666e-06,Low Value
DELL,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,Intel,16,768,0,0,0,768,1.88,Medium,Premium,85672.1088,No,0.6683333333333334,7.801060843425083e-06,Low Value
ASUS,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.5,Medium,Budget,19980.0,No,0.1133333333333333,5.672339005672337e-06,Low Value
DELL,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,0,1024,0,0,1024,1.9,Medium,Budget,35324.64,No,0.44,1.2455894808835985e-05,High Value
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,108020.9376,No,0.7433333333333334,6.881381978796427e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,69477.12,No,0.665,9.571496342968737e-06,Balanced
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.7,Heavy,Mid-Range,75071.52,No,0.6525,8.691711583833656e-06,Balanced
HP,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.6,Heavy,Premium,92615.0256,No,0.665,7.180260391786795e-06,Low Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.4,Heavy,Mid-Range,74751.84,No,0.7433333333333334,9.944013864184928e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,128,2048,0,0,2176,2.02,Medium,Mid-Range,51729.55199999999,No,0.5525,1.0680548712271857e-05,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,17155.627200000003,No,0.1133333333333333,6.606190028035424e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.65,Heavy,Mid-Range,53226.72,No,0.54,1.0145280415550686e-05,Balanced
DELL,Notebook,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,4,Intel,8,0,2048,0,0,2048,2.36,Heavy,Budget,29696.6736,No,0.54,1.8183854773552823e-05,High Value
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,76030.56,No,0.5650000000000001,7.431222392679997e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.86,Medium,Budget,23389.92,No,0.4133333333333333,1.767142997211334e-05,High Value
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,50349.6,No,0.5650000000000001,1.1221538999316779e-05,Balanced
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Budget,38308.32,No,0.5391666666666666,1.4074401244081353e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,1.86,Medium,Budget,34045.92,No,0.54,1.5860931353889102e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Budget,26586.72,No,0.4650000000000001,1.7489934824604165e-05,High Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,8,0,2048,0,0,2048,2.04,Medium,Budget,20725.92,No,0.14,6.754826806240689e-06,Low Value
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,57808.8,No,0.4525,7.827527988818312e-06,Low Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.4,Heavy,Mid-Range,43103.52,No,0.5525,1.2817978670883492e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,256,0,0,0,256,2.33,Heavy,Mid-Range,47898.72,No,0.665,1.3883460768889022e-05,High Value
HP,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.36,Medium,Premium,93240.0,No,0.665,7.132132132132133e-06,Low Value
ASUS,2 in 1 Convertible,15.6,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,512,2048,0,0,2560,2.26,Heavy,Mid-Range,58554.72,No,0.7166666666666667,1.2239263831620519e-05,High Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A9-Series,,3.0,2,AMD,4,128,0,0,0,128,2.1,Medium,Budget,22697.28,No,0.4258333333333333,1.876142574499382e-05,High Value
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,AMD,Ryzen,1.0,3.0,5,AMD,16,256,1024,0,0,1280,3.25,Heavy,Premium,117162.72,No,0.8183333333333334,6.984588044160577e-06,Low Value
