<<<<<<< HEAD
Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,AMD,FX,,2.0,5,AMD,16,512,1024,0,0,1536,2.5,Heavy,Mid-Range,53226.72,No,0.7433333333333334
DELL,Ultrabook,12.5,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,78438.816,No,0.5650000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,36496.8,No,0.64
DELL,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.36,Heavy,Budget,35111.52,No,0.41333333333333333
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.68,Medium,Budget,18594.72,No,0.11333333333333333
HP,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,8,0,0,0,8,2.0,Medium,Premium,119826.72,No,0.64078125
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.36,Medium,Premium,94572.0,No,0.665
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,77788.8,No,0.5650000000000001
ASUS,2 in 1 Convertible,12.5,1920,1080,Standard,0,Full HD,Intel,Core M,,1.0,3,Intel,8,0,0,64,0,64,1.2,Light,Mid-Range,61751.52,No,0.33999999999999997
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,79333.3872,No,0.665
DELL,Gaming,17.3,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.36,Heavy,Premium,168045.12,Yes,0.7433333333333334
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,,1.0,4,Intel,8,256,0,0,0,256,1.24,Light,Premium,101178.72,No,0.4650000000000001
HP,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Pentium,,1.0,1,Intel,4,256,0,0,0,256,1.45,Medium,Mid-Range,41292.0,No,0.13833333333333334
DELL,Ultrabook,13.3,3200,1800,Standard,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.3,Medium,Mid-Range,67559.04,No,0.665
ACER,2 in 1 Convertible,11.6,1366,768,IPS,1,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,20725.92,No,0.11333333333333333
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Premium,81784.8,No,0.5650000000000001
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.36,Medium,Premium,93772.8,No,0.5650000000000001
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,12,128,1024,0,0,1152,2.4,Heavy,Mid-Range,53759.52,No,0.5791666666666666
TOSHIBA,Ultrabook,12.5,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.1,Light,Premium,95371.2,No,0.6900000000000001
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.04,Medium,Mid-Range,45101.52,No,0.54
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.25,Heavy,Budget,24808.2336,No,0.41333333333333333
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.9,Medium,Mid-Range,43956.0,No,0.5133333333333333
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,0,500,0,0,500,2.04,Medium,Budget,36496.8,No,0.41333333333333333
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.42,Heavy,Premium,167778.72,Yes,0.8250000000000001
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,6,256,0,0,0,256,2.4,Heavy,Budget,37029.6,No,0.5516666666666666
DELL,2 in 1 Convertible,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,,1.0,5,Intel,16,512,0,0,0,512,1.22,Light,Premium,101178.72,No,0.6433333333333334
DELL,Ultrabook,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,1.5,Medium,Premium,104587.57439999998,No,0.665
DELL,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.42,Heavy,Premium,149184.0,Yes,0.8250000000000001
TOSHIBA,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,62870.4,No,0.5650000000000001
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.73,Heavy,Premium,109218.672,No,0.7183333333333334
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.04,Medium,Mid-Range,52161.12,No,0.5525
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,0,0,508,508,1.7,Medium,Mid-Range,53386.56,No,0.5133333333333333
ASUS,2 in 1 Convertible,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,2048,0,0,2560,2.3,Heavy,Premium,95850.72,No,0.7433333333333334
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,Intel,6,0,1024,0,0,1024,2.04,Medium,Budget,30849.12,No,0.6266666666666667
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.99,Heavy,Premium,93186.72,No,0.7183333333333334
DELL,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,12,512,0,0,0,512,2.19,Medium,Mid-Range,69210.72,No,0.7166666666666667
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,128,0,0,0,128,1.2,Light,Mid-Range,63669.6,No,0.5258333333333333
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,4,AMD,6,256,0,0,0,256,2.2,Heavy,Budget,29250.72,No,0.6516666666666667
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,256,0,0,0,256,2.3,Heavy,Budget,34578.72,No,0.5383333333333333
TOSHIBA,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.75,Medium,Mid-Range,48751.2,No,0.5133333333333333
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,4,0,500,0,0,500,2.25,Heavy,Budget,31914.72,No,0.5133333333333333
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.04,Medium,Mid-Range,42943.68,No,0.54
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,63349.92,No,0.6525
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i7,7.0,2.0,5,AMD,8,0,1024,0,0,1024,2.36,Heavy,Budget,39906.72,No,0.64
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.6,Medium,Mid-Range,59620.32,No,0.5525
HP,Netbook,12.5,1920,1080,Standard,0,Full HD,Intel,Core M,,1.0,3,Intel,8,512,0,0,0,512,0.97,Light,Premium,101658.24,No,0.38999999999999996
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,128,1024,0,0,1152,2.1,Medium,Budget,26586.72,No,0.42583333333333334
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.9,Medium,Budget,14418.6336,No,0.12583333333333332
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,71874.72,No,0.5650000000000001
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.68,Medium,Mid-Range,47365.92,No,0.5650000000000001
ASUS,Notebook,13.3,3200,1800,Standard,0,Quad HD+,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,61272.0,No,0.5650000000000001
HP,Ultrabook,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.11,Light,Mid-Range,71874.72,No,0.665
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,20246.4,No,0.11333333333333333
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.5,Heavy,Premium,95850.72,No,0.7183333333333334
HP,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.48,Medium,Premium,111301.92,No,0.6900000000000001
=======
Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier
APPLE,Ultrabook,13.3,2560,1600,IPS,No,"Quad HD+",Intel,i5,NULL,2.00,Upper-Mid,Intel,8,128,0,0,0,128,1.37,Medium,Mid-Range,71378.6832,No
APPLE,Ultrabook,13.3,1440,900,Standard,No,HD+,Intel,i5,NULL,1.00,Upper-Mid,Intel,8,0,0,128,0,128,1.34,Medium,Mid-Range,47895.523199999996,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.86,Medium,Budget,30636,No
APPLE,Ultrabook,15.4,2880,1800,IPS,No,"Quad HD+",Intel,i7,NULL,2.00,High,AMD,16,512,0,0,0,512,1.83,Medium,Premium,135195.33599999998,Yes
APPLE,Ultrabook,13.3,2560,1600,IPS,No,"Quad HD+",Intel,i5,NULL,3.00,Upper-Mid,Intel,8,256,0,0,0,256,1.37,Medium,Premium,96095.80799999999,No
ACER,Notebook,15.6,1366,768,Standard,No,HD,AMD,A9-Series,NULL,3.00,Lower-Mid,AMD,4,0,500,0,0,500,2.10,Medium,Budget,21312,No
APPLE,Ultrabook,15.4,2880,1800,IPS,No,"Quad HD+",Intel,i7,NULL,2.00,High,Intel,16,0,0,256,0,256,2.04,Medium,Premium,114017.6016,No
APPLE,Ultrabook,13.3,1440,900,Standard,No,HD+,Intel,i5,NULL,1.00,Upper-Mid,Intel,8,0,0,256,0,256,1.34,Medium,Mid-Range,61735.536,No
ASUS,Ultrabook,14,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,16,512,0,0,0,512,1.30,Medium,Mid-Range,79653.59999999999,No
ACER,Ultrabook,14,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.60,Medium,Mid-Range,41025.6,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,20986.992,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,18381.0672,No
APPLE,Ultrabook,15.4,2880,1800,IPS,No,"Quad HD+",Intel,i7,NULL,2.00,High,AMD,16,256,0,0,0,256,1.83,Medium,Premium,130001.6016,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,AMD,4,256,0,0,0,256,2.20,Heavy,Budget,26581.391999999996,No
APPLE,Ultrabook,12,2304,1440,IPS,No,"Quad HD",Intel,"Core M",NULL,1.00,Mid,Intel,8,256,0,0,0,256,0.92,Light,Mid-Range,67260.672,No
APPLE,Ultrabook,13.3,2560,1600,IPS,No,"Quad HD+",Intel,i5,NULL,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.37,Medium,Premium,80908.344,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,AMD,8,256,0,0,0,256,2.20,Heavy,Budget,39693.6,No
APPLE,Ultrabook,15.4,2880,1800,IPS,No,"Quad HD+",Intel,i7,NULL,2.00,High,AMD,16,512,0,0,0,512,1.83,Medium,Premium,152274.24,Yes
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,7,2.00,Mid,NVIDIA,8,0,1024,0,0,1024,2.20,Heavy,Budget,26586.719999999998,No
DELL,Ultrabook,13.3,1920,1080,IPS,Yes,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,128,0,0,0,128,1.22,Light,Mid-Range,52161.119999999995,No
ASUS,Netbook,11.6,1366,768,Standard,No,HD,Intel,Atom,NULL,1.00,Entry,Intel,2,0,0,32,0,32,0.98,Light,Budget,10224.432,No
LENOVO,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.50,Heavy,Mid-Range,53226.72,No
HP,Notebook,15.6,1366,768,Standard,No,HD,AMD,E-Series,NULL,1.00,Entry,AMD,4,0,500,0,0,500,1.86,Medium,Budget,13746.24,No
DELL,"2 in 1 Convertible",13.3,1920,1080,Standard,Yes,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.62,Medium,Mid-Range,43636.32,No
HP,Ultrabook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,256,0,0,0,256,1.91,Medium,Budget,35111.52,No
DELL,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,0,1024,0,0,1024,2.30,Heavy,Budget,22305.139199999998,No
APPLE,Ultrabook,13.3,1440,900,Standard,No,HD+,Intel,i5,NULL,1.00,Upper-Mid,Intel,8,0,0,128,0,128,1.35,Medium,Mid-Range,58554.72,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,8,256,0,0,0,256,2.20,Heavy,Mid-Range,42624,No
DELL,Ultrabook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,512,0,0,0,512,1.88,Medium,Mid-Range,69157.44,No
HP,Notebook,17.3,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.50,Heavy,Mid-Range,47738.88,No
CHUWI,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,4,0,0,64,0,64,1.89,Medium,Budget,13053.067200000001,No
ASUS,Notebook,14,1366,768,Standard,No,HD,AMD,E-Series,NULL,1.00,Entry,AMD,2,0,0,32,0,32,1.65,Medium,Budget,10602.72,No
HP,Notebook,17.3,1920,1080,Standard,No,"Full HD",AMD,A6-Series,NULL,2.00,Entry,AMD,4,0,500,0,0,500,2.71,Heavy,Budget,23389.92,No
DELL,Ultrabook,13.3,3200,1800,Standard,Yes,"Quad HD+",Intel,i7,8,1.00,High,Intel,16,512,0,0,0,512,1.20,Light,Premium,99580.31999999999,No
APPLE,Ultrabook,13.3,1440,900,Standard,No,HD+,Intel,i5,NULL,1.00,Upper-Mid,Intel,8,0,0,256,0,256,1.35,Medium,Mid-Range,53173.439999999995,No
LENOVO,Notebook,14,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,0,0,64,0,64,1.44,Medium,Budget,13266.72,No
ACER,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,7,2.00,Mid,Intel,4,0,1024,0,0,1024,2.10,Medium,Budget,19553.76,No
DELL,Notebook,17.3,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,AMD,8,128,1024,0,0,1152,2.80,Heavy,Mid-Range,52161.119999999995,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,0,1024,0,0,1024,1.86,Medium,Budget,26037.403199999997,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.10,Medium,Mid-Range,46833.119999999995,No
ASUS,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,0,1024,0,0,1024,2.00,Medium,Budget,20725.92,No
DELL,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,1024,0,0,1280,2.65,Heavy,Mid-Range,79866.72,No
ASUS,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.30,Heavy,Budget,27864.9072,No
ACER,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,4,256,0,0,0,256,2.20,Heavy,Budget,36336.96,No
DELL,"2 in 1 Convertible",17.3,1920,1080,Standard,Yes,"Full HD",Intel,i5,8,1.00,Upper-Mid,NVIDIA,12,0,1024,0,0,1024,2.77,Heavy,Mid-Range,53226.72,No
APPLE,Ultrabook,13.3,2560,1600,IPS,No,"Quad HD+",Intel,i5,NULL,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.37,Medium,Mid-Range,75604.31999999999,No
LENOVO,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,2.20,Heavy,Budget,19660.32,No
ASUS,Gaming,17.3,1920,1080,Standard,No,"Full HD",AMD,Ryzen,1,3.00,High,AMD,8,256,1024,0,0,1280,3.20,Heavy,Mid-Range,69210.72,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,AMD,4,256,0,0,0,256,2.30,Heavy,Budget,34045.92,No
ASUS,Notebook,17.3,1366,768,Standard,No,HD,Intel,Pentium,NULL,1.00,Entry,NVIDIA,4,0,1024,0,0,1024,2.80,Heavy,Budget,24828.48,No
LENOVO,"2 in 1 Convertible",10.1,1920,1200,IPS,Yes,"Full HD",Intel,Atom,NULL,1.00,Entry,Intel,4,0,0,64,0,64,0.69,Light,Budget,16996.32,No
ACER,Notebook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,8,256,0,0,0,256,2.20,Heavy,Mid-Range,44808.479999999996,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",AMD,A6-Series,NULL,2.00,Entry,AMD,4,256,0,0,0,256,1.86,Medium,Budget,21231.5472,No
HP,Notebook,13.3,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,512,0,0,0,512,1.49,Medium,Mid-Range,58767.84,No
ACER,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,7,2.00,Mid,Intel,4,0,1024,0,0,1024,2.40,Heavy,Budget,20459.52,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,AMD,8,256,0,0,0,256,2.13,Medium,Mid-Range,40908.384,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,128,0,0,0,128,1.91,Medium,Budget,23389.92,No
ASUS,Notebook,15.6,1366,768,Standard,No,HD,Intel,i5,7,2.00,Upper-Mid,Intel,4,256,0,0,0,256,2.00,Medium,Budget,31232.203200000004,No
MSI,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,256,2048,0,0,2304,2.43,Heavy,Premium,130482.72,No
ASUS,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,6,2.00,Mid,Intel,4,256,0,0,0,256,2.00,Medium,Budget,22111.2,No
DELL,Notebook,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,AMD,16,256,2048,0,0,2304,2.80,Heavy,Mid-Range,69210.72,No
DELL,Ultrabook,14,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.70,Medium,Mid-Range,46833.119999999995,No
LENOVO,Notebook,14,1920,1080,IPS,No,"Full HD",Intel,i3,7,2.00,Mid,Intel,8,256,0,0,0,256,1.70,Medium,Budget,31914.719999999998,No
ASUS,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.40,Medium,Mid-Range,50136.479999999996,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.86,Medium,Budget,36763.2,No
ASUS,Ultrabook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,512,0,0,0,512,1.80,Medium,Premium,105654.23999999999,No
HP,Notebook,15.6,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,AMD,4,0,500,0,0,500,1.86,Medium,Budget,23373.4032,No
HP,Notebook,14,1366,768,Standard,No,HD,Intel,Celeron,NULL,1.00,Entry,Intel,4,32,0,0,0,32,1.44,Medium,Budget,12201.119999999999,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,4,0,1024,0,0,1024,1.90,Medium,Budget,29250.719999999998,No
ASUS,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,12,0,1024,0,0,1024,3.00,Heavy,Mid-Range,50562.72,No
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,Yes,"Quad HD",Intel,i5,7,2.00,Upper-Mid,Intel,4,128,0,0,0,128,1.25,Light,Mid-Range,58021.92,No
DELL,Ultrabook,13.3,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,AMD,8,256,0,0,0,256,1.40,Medium,Mid-Range,50882.4,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,AMD,8,256,0,0,0,256,2.20,Heavy,Mid-Range,46353.6,No
MSI,Gaming,17.3,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.70,Heavy,Mid-Range,58341.6,No
ACER,Notebook,14,1366,768,Standard,No,HD,Intel,i3,6,2.00,Mid,Intel,8,0,1024,0,0,1024,2.10,Medium,Budget,20725.92,No
ASUS,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,8,0,1024,0,0,1024,2.20,Heavy,Mid-Range,50562.72,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,0,2048,0,0,2048,2.20,Heavy,Budget,27652.32,No
DELL,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,128,1024,0,0,1152,2.02,Medium,Mid-Range,45554.4,No
ACER,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i3,7,2.00,Mid,NVIDIA,4,0,1024,0,0,1024,2.20,Heavy,Budget,28238.399999999998,No
HP,Notebook,17.3,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.50,Heavy,Mid-Range,52054.56,No
DELL,Ultrabook,15.6,1920,1080,IPS,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.88,Medium,Mid-Range,58403.404800000004,No
APPLE,Ultrabook,12,2304,1440,IPS,No,"Quad HD",Intel,i5,NULL,1.00,Upper-Mid,Intel,8,512,0,0,0,512,0.92,Light,Premium,80452.8,No
HP,Notebook,14,1920,1080,Standard,No,"Full HD",Intel,i5,8,1.00,Upper-Mid,Intel,8,256,0,0,0,256,1.63,Medium,Mid-Range,45820.799999999996,No
LENOVO,Notebook,15.6,1920,1080,Standard,No,"Full HD",AMD,A6-Series,NULL,2.00,Entry,AMD,4,128,0,0,0,128,2.20,Heavy,Budget,21258.719999999998,No
ACER,Notebook,15.6,1366,768,Standard,No,HD,AMD,A9-Series,NULL,3.00,Lower-Mid,AMD,4,0,1024,0,0,1024,2.10,Medium,Budget,21045.6,No
DELL,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,128,1024,0,0,1152,2.65,Heavy,Mid-Range,71874.72,No
HP,Ultrabook,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,8,256,0,0,0,256,1.83,Medium,Budget,37242.72,No
HP,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,Intel,8,256,0,0,0,256,1.96,Medium,Budget,31914.1872,No
ASUS,Gaming,15.6,1920,1080,IPS,No,"Full HD",Intel,i7,7,2.00,High,NVIDIA,16,128,1024,0,0,1152,2.20,Heavy,Mid-Range,77202.72,No
DELL,Ultrabook,13.3,1920,1080,IPS,No,"Full HD",Intel,i7,8,1.00,High,Intel,8,256,0,0,0,256,1.21,Light,Premium,87858.72,No
ASUS,Gaming,15.6,1920,1080,Standard,No,"Full HD",AMD,FX,NULL,3.00,High,AMD,8,0,1024,0,0,1024,2.45,Heavy,Budget,37242.72,No
ACER,Notebook,15.6,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,NVIDIA,8,0,1024,0,0,1024,2.20,Heavy,Budget,36709.92,No
HP,Notebook,13.3,1920,1080,Standard,No,"Full HD",Intel,i7,8,1.00,High,Intel,16,512,0,0,0,512,1.49,Medium,Mid-Range,63776.159999999996,No
DELL,Gaming,15.6,1920,1080,Standard,No,"Full HD",Intel,i5,7,2.00,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.65,Heavy,Mid-Range,63669.6,No
ASUS,Ultrabook,14,1920,1080,Standard,No,"Full HD",Intel,i7,7,2.00,High,Intel,8,256,0,0,0,256,1.25,Light,Mid-Range,55890.72,No
