Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,cpu_tier_numeric,ssd_indicator,hardware_cluster,cluster,Market_cluster
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,58554.72,No,5,1,0,1,0
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,39693.6,No,5,0,2,1,2
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,Mid,Intel,4,0,1024,0,0,1024,2.8,Heavy,Budget,26053.92,No,3,0,2,1,2
LENOVO,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,NVIDIA,8,0,2048,0,0,2048,2.8,Heavy,Mid-Range,45234.72,No,5,0,2,1,2
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i7,7.0,2.0,High,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Mid-Range,45767.52,No,5,1,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,AMD,4,0,1024,0,0,1024,2.25,Heavy,Budget,22803.84,No,3,0,2,1,2
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,44169.12,No,4,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,6,256,0,0,0,256,2.2,Heavy,Budget,30849.12,No,4,1,2,2,2
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,NVIDIA,8,256,0,0,0,256,3.0,Heavy,Mid-Range,50669.28,No,5,1,2,2,2
ACER,Notebook,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,High,Intel,12,0,1024,0,0,1024,2.15,Medium,Budget,35111.52,No,5,0,2,0,2
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,58448.16,No,5,1,0,2,0
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,1.7,Medium,Mid-Range,52054.56,No,4,1,2,2,2
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.5,Heavy,Mid-Range,62817.12,No,5,1,0,1,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Budget,35112.0528,No,5,0,2,1,2
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,2,16,0,0,0,16,2.19,Medium,Budget,10602.72,No,1,1,2,2,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,3.0,Heavy,Mid-Range,63243.36,No,5,0,0,1,0
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,Mid,Intel,8,0,1024,0,0,1024,2.54,Heavy,Budget,26053.92,No,3,0,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,97449.12,No,5,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,2.05,Medium,Budget,39373.92,No,4,1,2,2,2
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,3.2,Heavy,Mid-Range,69210.72,No,5,0,0,1,0
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,52161.12,No,5,1,2,2,2
DELL,Workstation,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,0,0,0,256,3.42,Heavy,Premium,153705.3408,Yes,5,1,1,1,1
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A10-Series,,2.0,Upper-Mid,AMD,6,0,1024,0,0,1024,2.4,Heavy,Budget,26586.72,No,4,0,2,1,2
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,1.63,Medium,Mid-Range,78215.04,No,5,1,0,1,0
ASUS,Notebook,14.0,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,1.3,Medium,Budget,27119.52,No,3,1,2,2,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.9,Heavy,Premium,113060.16,No,5,1,1,1,1
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,6,0,1024,0,0,1024,2.8,Heavy,Budget,34578.72,No,4,0,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,2048,0,0,2048,2.2,Heavy,Budget,29250.72,No,4,0,2,1,2
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,67399.2,No,5,1,0,1,0
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,19180.2672,No,1,0,2,2,2
HP,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,Intel,16,256,0,0,0,256,1.28,Light,Premium,105228.0,No,5,1,0,0,0
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,55571.04,No,5,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Mid-Range,43636.32,No,4,1,2,1,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,1024,0,0,1024,1.86,Medium,Budget,24988.32,No,3,0,2,1,2
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,53226.72,No,4,1,2,2,2
DELL,Ultrabook,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,High,Intel,16,1024,0,0,0,1024,1.21,Light,Premium,133146.72,No,5,1,1,0,1
MSI,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.8,Heavy,Premium,111834.72,No,5,1,1,1,1
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A8-Series,,2.0,Lower-Mid,AMD,8,256,0,0,0,256,2.23,Heavy,Budget,24988.32,No,2,1,2,2,2
ASUS,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,Entry,Intel,2,0,0,32,0,32,1.1,Light,Budget,14652.0,No,1,0,2,0,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,128,1024,0,0,1152,2.33,Heavy,Mid-Range,44968.32,No,4,1,2,1,2
HP,2 in 1 Convertible,13.3,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,High,Intel,16,1024,0,0,0,1024,1.29,Light,Premium,130482.72,No,5,1,1,0,1
LENOVO,Notebook,13.3,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,16,0,16,1.45,Medium,Budget,24503.472,No,1,0,2,2,2
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.95,Medium,Mid-Range,52214.4,No,4,1,2,2,2
ACER,Notebook,11.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,4,0,0,128,0,128,1.4,Medium,Budget,25840.8,No,1,0,2,2,2
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.48,Medium,Mid-Range,68837.76,No,5,1,0,2,0
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,4,0,1024,0,0,1024,2.79,Heavy,Budget,31381.92,No,4,0,2,1,2
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,58288.32,No,5,1,0,2,0
HP,Notebook,15.6,1366,768,IPS,0,HD,Intel,i7,8.0,1.0,High,Intel,8,0,1024,0,0,1024,2.1,Medium,Mid-Range,48058.56,No,5,0,2,1,2
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A12-Series,,2.0,Upper-Mid,AMD,8,256,0,0,0,256,2.2,Heavy,Budget,35111.52,No,4,1,2,2,2
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.44,Medium,Budget,15557.76,No,1,0,2,2,2
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,6,0,1024,0,0,1024,2.23,Heavy,Budget,29250.72,No,4,0,2,1,2
ASUS,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,1.7,Medium,Mid-Range,55938.672,No,5,1,2,2,2
HP,Ultrabook,12.5,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.26,Light,Mid-Range,71128.8,No,5,1,0,2,0
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,High,NVIDIA,32,1024,0,0,0,1024,2.06,Medium,Premium,140605.91999999998,Yes,5,1,1,0,1
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,1024,0,0,1280,2.7,Heavy,Mid-Range,63882.72,No,5,1,0,1,0
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,50243.04,No,4,1,2,2,2
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,71075.52,No,5,1,0,1,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,1024,0,0,1024,1.85,Medium,Budget,23922.72,No,3,0,2,1,2
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,53226.72,No,5,1,2,2,2
HP,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.48,Medium,Mid-Range,67559.04,No,4,1,0,2,0
DELL,Ultrabook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,1.9,Medium,Mid-Range,55890.72,No,4,1,2,2,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,60952.32,No,4,1,0,2,0
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,1024,0,0,1024,2.0,Medium,Budget,14651.4672,No,1,0,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.0,Medium,Mid-Range,60885.72,No,4,1,0,2,0
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,14646.672,No,1,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,Upper-Mid,AMD,12,0,2048,0,0,2048,2.2,Heavy,Mid-Range,47898.72,No,4,0,2,1,2
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,Mid,NVIDIA,8,0,1024,0,0,1024,2.1,Medium,Budget,38148.48,No,3,0,2,1,2
LENOVO,2 in 1 Convertible,13.9,3840,2160,IPS,1,UHD,Intel,i7,8.0,1.0,High,Intel,16,512,0,0,0,512,1.4,Medium,Premium,111834.72,No,5,1,1,0,1
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,Intel,8,256,0,0,0,256,1.2,Light,Premium,84129.12,No,5,1,0,2,0
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,2048,0,0,2304,2.4,Heavy,Mid-Range,60153.12,No,5,1,0,1,0
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,2,0,0,32,0,32,1.44,Medium,Budget,14865.12,No,1,0,2,2,2
DELL,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,Intel,16,768,0,0,0,768,1.88,Medium,Premium,85672.1088,No,5,1,0,1,0
ASUS,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.5,Medium,Budget,19980.0,No,1,0,2,0,2
DELL,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,0,1024,0,0,1024,1.9,Medium,Budget,35324.64,No,4,0,2,1,2
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.06,Medium,Premium,108020.9376,No,5,1,0,0,0
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,69477.12,No,5,1,0,2,0
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.7,Heavy,Mid-Range,75071.52,No,5,1,0,1,0
HP,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.6,Heavy,Premium,92615.0256,No,5,1,0,2,0
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,512,0,0,0,512,2.4,Heavy,Mid-Range,74751.84,No,5,1,0,1,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,128,2048,0,0,2176,2.02,Medium,Mid-Range,51729.55199999999,No,5,1,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,17155.627200000003,No,1,0,2,2,2
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.65,Heavy,Mid-Range,53226.72,No,4,0,2,1,2
DELL,Notebook,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,2048,0,0,2048,2.36,Heavy,Budget,29696.6736,No,4,0,2,1,2
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.36,Medium,Mid-Range,76030.56,No,4,1,0,2,0
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,23389.92,No,3,0,2,2,2
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,50349.6,No,4,1,2,2,2
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Budget,38308.32,No,4,1,2,1,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,1.86,Medium,Budget,34045.92,No,4,0,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Budget,26586.72,No,3,1,2,2,2
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,8,0,2048,0,0,2048,2.04,Medium,Budget,20725.92,No,1,0,2,1,2
DELL,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,57808.8,No,4,1,0,1,0
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.4,Heavy,Mid-Range,43103.52,No,4,1,2,1,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,AMD,8,256,0,0,0,256,2.33,Heavy,Mid-Range,47898.72,No,5,1,2,2,2
HP,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.36,Medium,Premium,93240.0,No,5,1,0,2,0
ASUS,2 in 1 Convertible,15.6,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,12,512,2048,0,0,2560,2.26,Heavy,Mid-Range,58554.72,No,5,1,0,1,0
ACER,Notebook,15.6,1366,768,Standard,0,HD,AMD,A9-Series,,3.0,Lower-Mid,AMD,4,128,0,0,0,128,2.1,Medium,Budget,22697.28,No,2,1,2,2,2
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,AMD,Ryzen,1.0,3.0,High,AMD,16,256,1024,0,0,1280,3.25,Heavy,Premium,117162.72,No,5,1,1,1,1
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,AMD,A8-Series,,2.0,Lower-Mid,AMD,4,128,0,0,0,128,2.6,Heavy,Budget,26053.92,No,2,1,2,2,2
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i7,8.0,1.0,High,Intel,8,256,0,0,0,256,1.62,Medium,Mid-Range,46300.85279999999,No,5,1,2,0,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,Lower-Mid,AMD,4,256,0,0,0,256,1.91,Medium,Budget,26053.3872,No,2,1,2,2,2
LENOVO,Netbook,11.6,1366,768,IPS,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,128,0,0,0,128,1.59,Medium,Budget,29463.84,No,1,1,2,2,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,1.8,Medium,Budget,16463.52,No,1,0,2,2,2
ASUS,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.5,Medium,Budget,15238.08,No,1,0,2,2,2
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Mid-Range,45074.88,No,5,0,2,1,2
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,3.35,Heavy,Mid-Range,63456.48,No,5,1,0,1,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,1.85,Medium,Budget,21498.48,No,3,1,2,2,2
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Premium,88178.4,No,5,1,0,1,0
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,1.5,Medium,Mid-Range,58554.72,No,4,1,0,2,0
ASUS,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.1,Light,Premium,93181.392,No,5,1,0,0,0
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.13,Light,Premium,121584.96,No,5,1,1,2,1
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,1.5,Medium,Budget,29250.72,No,3,1,2,2,2
DELL,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,AMD,8,0,500,0,0,500,2.23,Heavy,Mid-Range,72940.31999999999,No,4,0,0,1,0
DELL,Workstation,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,113752.8,No,5,1,1,2,1
LENOVO,2 in 1 Convertible,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.42,Medium,Premium,133679.52,No,5,1,1,0,1
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,3.0,Heavy,Mid-Range,55357.92,No,5,0,2,1,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,3.0,Heavy,Premium,84768.48,No,5,1,0,1,0
ACER,Notebook,15.6,1366,768,IPS,0,HD,Intel,i5,8.0,1.0,Upper-Mid,NVIDIA,12,0,1024,0,0,1024,2.2,Heavy,Budget,36975.7872,No,4,0,2,1,2
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.7,Heavy,Mid-Range,71874.72,No,5,1,0,1,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,AMD,8,256,0,0,0,256,2.33,Heavy,Mid-Range,41498.1936,No,5,1,2,2,2
HP,Ultrabook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,Lower-Mid,AMD,4,256,0,0,0,256,1.91,Medium,Budget,26586.72,No,2,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,256,0,0,0,256,2.1,Medium,Mid-Range,65510.9568,No,5,1,0,2,0
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,49976.64,No,4,1,2,2,2
DELL,Workstation,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,1.78,Medium,Premium,144495.36,Yes,5,1,1,0,1
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,High,Intel,16,1024,0,0,0,1024,1.13,Light,Premium,139860.0,Yes,5,1,1,2,1
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,1024,0,0,1024,2.2,Heavy,Budget,16303.68,No,1,0,2,2,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.9,Heavy,Premium,81465.12,No,5,1,0,1,0
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,8,256,1024,0,0,1280,2.1,Medium,Mid-Range,60978.96,No,4,1,0,1,0
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.5,Heavy,Mid-Range,46833.12,No,5,1,2,2,2
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.8,Heavy,Premium,119826.72,No,5,1,1,1,1
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.1,Light,Premium,99793.44,No,5,1,0,2,0
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,High,Intel,16,512,0,0,0,512,1.2,Light,Premium,93080.16,No,5,1,0,2,0
DELL,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.36,Medium,Premium,89510.4,No,5,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,21791.52,No,3,0,2,2,2
LENOVO,Notebook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,2,0,0,32,0,32,1.15,Light,Budget,16221.096,No,1,0,2,2,2
LENOVO,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,512,0,0,0,512,2.67,Heavy,Premium,102564.0,No,5,1,0,1,0
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,7.0,2.0,High,NVIDIA,8,512,0,0,0,512,1.7,Medium,Premium,103523.04,No,5,1,0,2,0
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,AMD,4,0,1024,0,0,1024,2.1,Medium,Budget,24988.32,No,3,0,2,1,2
ACER,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,6.0,2.0,High,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,42038.4528,No,5,1,2,0,2
ASUS,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.27,Light,Mid-Range,49443.84,No,4,1,2,0,2
