Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
ASUS,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",24GB,"512GB SSD","Nvidia GeForce GTX1080",Windows,2.24kg,158135.04,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,24,512,0,0,0,512,2.24,Heavy,No,14,Excellent,Yes
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Nvidia GeForce 930MX",Windows,2.04kg,47365.92,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.04,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX1050 Ti",Windows,3kg,80133.12,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,3.00,Heavy,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,3.2kg,74538.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,256,1024,0,0,1280,3.20,Heavy,No,14,Excellent,No
HP,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.32kg,74538.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.32,Medium,No,14,Excellent,No
DELL,Notebook,14,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.64kg,68184.0144,1920,1080,NULL,No,"Full HD",Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.64,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,1.63kg,36709.92,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,128,0,0,0,128,1.63,Medium,No,14,Excellent,No
DELL,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"128GB SSD +  1TB HDD","AMD Radeon 530",Linux,2.8kg,47365.92,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Mid-Range,8,128,1024,0,0,1152,2.80,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8GB,"256GB SSD","Intel HD Graphics 520",Windows,2.02kg,71395.2,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.02,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2.2kg,42570.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",8GB,"2TB HDD","Nvidia GeForce 920MX","Not Specified",2.2kg,24455.52,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,NVIDIA,Budget,8,0,2048,0,0,2048,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"500GB HDD","AMD Radeon R5 M430",Windows,2.3kg,31168.8,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Budget,4,0,500,0,0,500,2.30,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.9kg,73366.56,1920,1080,NULL,No,"Full HD",Intel,i5,7440HQ,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.90,Medium,No,14,Excellent,No
DELL,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.42kg,160520.3856,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,4.42,Heavy,No,14,Excellent,Yes
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"500GB HDD","Intel HD Graphics 620",Windows,2.0kg,45820.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,0,500,0,0,500,2.00,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M",Windows,2kg,69210.72,3840,2160,NULL,No,UHD,Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,1024,0,0,1280,2.00,Medium,No,14,Excellent,No
MEDIACOM,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4GB,"32GB SSD","Intel HD Graphics 500",Windows,1.2kg,19660.32,1920,1080,NULL,No,"Full HD",Intel,Celeron,3450,NULL,1.00,Entry,Intel,Budget,4,32,0,0,0,32,1.20,Light,No,14,Excellent,No
ASUS,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.3kg,87858.72,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Premium,8,128,1024,0,0,1152,2.30,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8GB,"256GB SSD","Nvidia GeForce 930MX",Windows,1.93kg,72940.31999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7600U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.93,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","AMD Radeon 530",Windows,2.2kg,42486.004799999995,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Mid-Range,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Pentium Quad Core N3710 1.6GHz",4GB,"256GB SSD","Intel HD Graphics 405",Windows,1.86kg,21258.1872,1920,1080,NULL,No,"Full HD",Intel,Pentium,3710,NULL,1.00,Entry,Intel,Budget,4,256,0,0,0,256,1.86,Medium,No,14,Excellent,No
HP,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"1TB HDD","Nvidia GeForce GTX 1060",Windows,2.62kg,95850.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,12,0,1024,0,0,1024,2.62,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.87kg,45767.52,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.87,Medium,No,14,Excellent,No
DELL,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.2kg,74538.72,3200,1800,NULL,Yes,"Quad HD+",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
DELL,Notebook,14,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,1.6kg,39207.1536,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,128,0,0,0,128,1.60,Medium,No,14,Excellent,No
HP,Ultrabook,13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.34kg,61005.6,3200,1800,NULL,No,"Quad HD+",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.34,Medium,No,14,Excellent,No
ACER,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050",Linux,2.4kg,42517.439999999995,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"AMD E-Series 7110 1.8GHz",4GB,"500GB HDD","AMD Radeon R2 Graphics",Windows,2kg,18594.719999999998,1366,768,NULL,No,HD,AMD,E-Series,7110,NULL,1.00,Entry,AMD,Budget,4,0,500,0,0,500,2.00,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,2.1kg,37589.04,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,128,0,0,0,128,2.10,Medium,No,14,Excellent,No
LENOVO,Notebook,14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,1.87kg,41824.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,1.87,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4GB,"1TB HDD","Intel HD Graphics 520","Not Specified",2.15kg,24634.008,1920,1080,NULL,No,"Full HD",Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Budget,4,0,1024,0,0,1024,2.15,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,1.86kg,21152.16,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,1.86,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"512GB SSD","Intel HD Graphics 620",Windows,1.99kg,92121.12,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,512,0,0,0,512,1.99,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"128GB SSD","Intel HD Graphics 520",Windows,2.2kg,26586.719999999998,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,128,0,0,0,128,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.9kg,59513.227199999994,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.90,Medium,No,14,Excellent,No
DELL,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.42kg,143802.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,4.42,Heavy,No,14,Excellent,Yes
HP,Notebook,17.3,1600x900,"Intel Core i3 6006U 2GHz",8GB,"1TB HDD","Intel HD Graphics 520",Windows,2.65kg,28992.311999999998,1600,900,NULL,No,HD+,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,8,0,1024,0,0,1024,2.65,Heavy,No,14,Excellent,No
HP,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Nvidia GeForce 930MX",Windows,2.63kg,68198.4,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.63,Heavy,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"500GB HDD","Intel HD Graphics 500",Linux,2kg,11934.72,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,2.00,Medium,No,14,Excellent,No
MEDIACOM,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4GB,"32GB Flash Storage","Intel HD Graphics",Windows,1.35kg,13586.4,1920,1080,NULL,No,"Full HD",Intel,Atom,x5-Z8350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.35,Medium,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"Intel Core i7 7500U 2.7GHz",6GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.8kg,50562.72,1600,900,NULL,No,HD+,Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,6,128,1024,0,0,1152,2.80,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz",6GB,"128GB SSD","AMD Radeon 530",Windows,1.91kg,30310.992,1920,1080,NULL,No,"Full HD",AMD,A10-Series,9620P,NULL,2.00,Upper-Mid,AMD,Budget,6,128,0,0,0,128,1.91,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"1TB HDD","AMD Radeon R5 M420",Windows,2.18kg,32921.712,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.18,Medium,No,14,Excellent,No
ACER,"2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Celeron Dual Core N3350 2.0GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.25kg,18594.719999999998,1920,1080,NULL,Yes,"Full HD",Intel,Celeron,3350,NULL,2.00,Entry,Intel,Budget,4,0,0,32,0,32,1.25,Light,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,2.05kg,33566.4,1920,1080,NULL,No,"Full HD",Intel,i3,7130U,7,2.00,Mid,Intel,Budget,4,128,0,0,0,128,2.05,Medium,No,14,Excellent,No
HP,Ultrabook,13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz",16GB,"512GB SSD","Intel HD Graphics 515",Windows,1.16kg,104695.2,3200,1800,NULL,Yes,"Quad HD+",Intel,"Core M",NULL,NULL,1.00,Mid,Intel,Premium,16,512,0,0,0,512,1.16,Light,No,12,Good,No
LENOVO,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia Quadro M620M",Windows,3.4kg,159786.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,3.40,Heavy,No,14,Excellent,Yes
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.5kg,44701.92,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
DELL,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz",8GB,"128GB SSD","Intel UHD Graphics 620",Windows,1.21kg,85194.72,3840,2160,NULL,Yes,UHD,Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Premium,8,128,0,0,0,128,1.21,Light,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7300U 2.6GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,1.93kg,51095.52,1366,768,NULL,No,HD,Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,1.93,Medium,No,14,Excellent,No
FUJITSU,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","Intel HD Graphics 620",Windows,2.2kg,39373.92,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz",4GB,"500GB HDD","Intel HD Graphics 505",Windows,2.2kg,18328.32,1920,1080,NULL,No,"Full HD",Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,1366x768,"Intel Core i5 7200U 2.5GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.02kg,52747.2,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,4,0,500,0,0,500,2.02,Medium,No,14,Excellent,No
HP,Workstation,17.3,1600x900,"Intel Core i5 7440HQ 2.8GHz",8GB,"500GB HDD","Nvidia Quadro M1200",Windows,3.14kg,99153.5472,1600,900,NULL,No,HD+,Intel,i5,7440HQ,7,2.00,Upper-Mid,NVIDIA,Premium,8,0,500,0,0,500,3.14,Heavy,No,14,Excellent,No
HP,Notebook,14,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",8GB,"2TB HDD","Intel HD Graphics 405",Windows,1.94kg,20725.92,1366,768,NULL,No,HD,Intel,Pentium,3710,NULL,1.00,Entry,Intel,Budget,8,0,2048,0,0,2048,1.94,Medium,No,14,Excellent,No
HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","AMD A9-Series A9-9420 3GHz",6GB,"256GB SSD","AMD Radeon 530",Windows,1.95kg,34578.72,1920,1080,NULL,No,"Full HD",AMD,A9-Series,9420,NULL,3.00,Lower-Mid,AMD,Budget,6,256,0,0,0,256,1.95,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.3kg,44222.4,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.30,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4GB,"500GB HDD","Intel HD Graphics 620",Windows,2.05kg,36496.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Budget,4,0,500,0,0,500,2.05,Medium,No,14,Excellent,No
MEDIACOM,Notebook,14,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4GB,"32GB SSD","Intel HD Graphics",Windows,1.4kg,13266.72,1920,1080,NULL,No,"Full HD",Intel,Atom,x5-Z8350,NULL,1.00,Entry,Intel,Budget,4,32,0,0,0,32,1.40,Medium,No,14,Excellent,No
TOSHIBA,Ultrabook,14,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620",Windows,1.24kg,99367.2,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,16,512,0,0,0,512,1.24,Light,No,14,Excellent,No
LENOVO,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.6kg,141884.63999999998,1920,1080,NULL,No,"Full HD",Intel,i7,6820HK,6,2.00,High,NVIDIA,Premium,32,256,1024,0,0,1280,4.60,Heavy,No,14,Excellent,Yes
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,4.14kg,145401.12,1920,1080,NULL,No,"Full HD",Intel,i7,7820HK,7,2.00,High,NVIDIA,Premium,16,512,1024,0,0,1536,4.14,Heavy,No,14,Excellent,Yes
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","AMD Radeon R5 M430",Linux,2.2kg,39907.252799999995,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Budget,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
MEDIACOM,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4GB,"32GB SSD","Intel HD Graphics 500",Windows,1.45kg,20725.92,1920,1080,NULL,No,"Full HD",Intel,Celeron,3450,NULL,1.00,Entry,Intel,Budget,4,32,0,0,0,32,1.45,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7300U 2.6GHz",8GB,"500GB HDD","Intel HD Graphics 620",Windows,1.9kg,53733.94559999999,1366,768,NULL,No,HD,Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,8,0,500,0,0,500,1.90,Medium,No,14,Excellent,No
HP,Notebook,13.3,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.49kg,38308.32,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,128,0,0,0,128,1.49,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16GB,"256GB SSD","Nvidia GeForce 930MX",Windows,1.93kg,81912.13919999999,1920,1080,NULL,No,"Full HD",Intel,i7,7600U,7,2.00,High,NVIDIA,Premium,16,256,0,0,0,256,1.93,Medium,No,14,Excellent,No
DELL,Netbook,11.6,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"16GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.26kg,15717.599999999999,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,0,16,0,16,1.26,Light,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M",Windows,4.5kg,125154.72,1920,1080,NULL,No,"Full HD",Intel,i7,6820HK,6,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,4.50,Heavy,No,14,Excellent,No
HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,3.78kg,79813.44,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,3.78,Heavy,No,14,Excellent,No
LENOVO,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",12GB,"256GB SSD","Intel HD Graphics 520",Windows,1.4kg,89137.44,1920,1080,NULL,No,"Full HD",Intel,i7,6600U,6,2.00,High,Intel,Premium,12,256,0,0,0,256,1.40,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Touchscreen 1366x768","Intel Core i7 8550U 1.8GHz",12GB,"1TB HDD","Intel HD Graphics 620",Windows,2.2kg,32447.52,1366,768,NULL,Yes,HD,Intel,i7,8550U,8,1.00,High,Intel,Budget,12,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
ASUS,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.73kg,94305.59999999999,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Premium,8,128,1024,0,0,1152,2.73,Heavy,No,14,Excellent,No
ASUS,"2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","Intel HD Graphics 520",Windows,2.2kg,39373.92,1366,768,NULL,Yes,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"512GB SSD","AMD Radeon 530",Windows,2.2kg,50562.72,1920,1080,NULL,No,"Full HD",AMD,A12-Series,9720P,NULL,3.00,Upper-Mid,AMD,Mid-Range,12,512,0,0,0,512,2.20,Heavy,No,14,Excellent,No
DELL,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Core M 7Y30 1.0GHz",4GB,"128GB SSD","Intel HD Graphics 615",Windows,1.39kg,32127.84,1366,768,NULL,Yes,HD,Intel,"Core M",NULL,NULL,1.00,Mid,Intel,Budget,4,128,0,0,0,128,1.39,Medium,No,12,Good,No
SAMSUNG,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.5kg,90522.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
LENOVO,Notebook,17.3,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"500GB HDD","Intel HD Graphics 520","Not Specified",2.8kg,28185.12,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,500,0,0,500,2.80,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i3 6100U 2.3GHz",8GB,"1TB HDD","Intel HD Graphics 520",Windows,2.29kg,24455.52,1366,768,NULL,No,HD,Intel,i3,6100U,6,2.00,Mid,Intel,Budget,8,0,1024,0,0,1024,2.29,Heavy,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"512GB SSD","Intel HD Graphics 620",Windows,1.37kg,107892,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Premium,8,512,0,0,0,512,1.37,Medium,No,14,Excellent,No
